Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
United States,USA,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.1843601802475
United States,USA,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.1246821508141
United States,USA,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.0649990707762
United States,USA,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.2787583821449
United States,USA,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.4925126429091
United States,USA,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.7062669036734
United States,USA,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.9200211644376
United States,USA,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.0623450106528
United States,USA,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.0668418846705
United States,USA,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.0712950997171
United States,USA,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.0758028884775
United States,USA,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.0803215919807
United States,USA,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.0848730397122
United States,USA,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.2900702036254
United States,USA,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.2305848555761
United States,USA,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.1893009686689
United States,USA,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.2658380427472
United States,USA,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.2982653052312
United States,USA,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.4534139247251
United States,USA,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.8719112213614
United States,USA,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.9810939233275
United States,USA,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.1786054311843
United States,USA,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.4494877147624
United States,USA,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.615336239049
United States,USA,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.615336239049
United States,USA,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.615336239049
United States,USA,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.615336239049
United States,USA,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.615336239049
United States,USA,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.1013084455004
United States,USA,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.1013084455004
United States,USA,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.1013084455004
United States,USA,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.1013084455004
United States,USA,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.1013084455004
United States,USA,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.7479932219379
United States,USA,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.7479932219379
United States,USA,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.7479932219379
United States,USA,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.7479932219379
United States,USA,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.9847013198005
United States,USA,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.9658127123604
United States,USA,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.9658127123604
United States,USA,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.9658127123604
United States,USA,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.0795810878091
United States,USA,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.1996820599719
United States,USA,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.308864761938
United States,USA,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.4289657341008
United States,USA,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.5432800230594
United States,USA,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.5812756033436
United States,USA,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.5279944447841
United States,USA,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.5545258413619
United States,USA,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.589791854097
United States,USA,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.9325163555688
United States,USA,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,48.1979395040485
United States,USA,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,48.4761370286583
United States,USA,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,48.8602417741752
United States,USA,2021,Arable land (% of land area),AG.LND.ARBL.ZS,17.2438567377468
United States,USA,2020,Arable land (% of land area),AG.LND.ARBL.ZS,17.2438567377468
United States,USA,2019,Arable land (% of land area),AG.LND.ARBL.ZS,17.2438567377468
United States,USA,2018,Arable land (% of land area),AG.LND.ARBL.ZS,17.2438567377468
United States,USA,2017,Arable land (% of land area),AG.LND.ARBL.ZS,17.2438567377468
United States,USA,2016,Arable land (% of land area),AG.LND.ARBL.ZS,17.1841896403576
United States,USA,2015,Arable land (% of land area),AG.LND.ARBL.ZS,17.1245116109242
United States,USA,2014,Arable land (% of land area),AG.LND.ARBL.ZS,17.064844513535
United States,USA,2013,Arable land (% of land area),AG.LND.ARBL.ZS,17.0051664841015
United States,USA,2012,Arable land (% of land area),AG.LND.ARBL.ZS,16.9454884546681
United States,USA,2011,Arable land (% of land area),AG.LND.ARBL.ZS,17.0935629937184
United States,USA,2010,Arable land (% of land area),AG.LND.ARBL.ZS,17.2416375327688
United States,USA,2009,Arable land (% of land area),AG.LND.ARBL.ZS,17.3897120718192
United States,USA,2008,Arable land (% of land area),AG.LND.ARBL.ZS,17.5377866108695
United States,USA,2007,Arable land (% of land area),AG.LND.ARBL.ZS,17.6578708393001
United States,USA,2006,Arable land (% of land area),AG.LND.ARBL.ZS,17.9029395585205
United States,USA,2005,Arable land (% of land area),AG.LND.ARBL.ZS,18.1480082777409
United States,USA,2004,Arable land (% of land area),AG.LND.ARBL.ZS,18.3930769969613
United States,USA,2003,Arable land (% of land area),AG.LND.ARBL.ZS,18.6348822080961
United States,USA,2002,Arable land (% of land area),AG.LND.ARBL.ZS,18.8799945862876
United States,USA,2001,Arable land (% of land area),AG.LND.ARBL.ZS,19.1444588033949
United States,USA,2000,Arable land (% of land area),AG.LND.ARBL.ZS,19.1409660857113
United States,USA,1999,Arable land (% of land area),AG.LND.ARBL.ZS,19.1471520784019
United States,USA,1998,Arable land (% of land area),AG.LND.ARBL.ZS,19.3015364189821
United States,USA,1997,Arable land (% of land area),AG.LND.ARBL.ZS,19.3899744075747
United States,USA,1996,Arable land (% of land area),AG.LND.ARBL.ZS,19.5443587481548
United States,USA,1995,Arable land (% of land area),AG.LND.ARBL.ZS,19.8536733428249
United States,USA,1994,Arable land (% of land area),AG.LND.ARBL.ZS,19.8645916130216
United States,USA,1993,Arable land (% of land area),AG.LND.ARBL.ZS,19.9529204189122
United States,USA,1992,Arable land (% of land area),AG.LND.ARBL.ZS,20.0983517779311
United States,USA,1991,Arable land (% of land area),AG.LND.ARBL.ZS,20.2726073702691
United States,USA,1990,Arable land (% of land area),AG.LND.ARBL.ZS,20.2726073702691
United States,USA,1989,Arable land (% of land area),AG.LND.ARBL.ZS,20.2780665053674
United States,USA,1988,Arable land (% of land area),AG.LND.ARBL.ZS,20.2798134285989
United States,USA,1987,Arable land (% of land area),AG.LND.ARBL.ZS,20.2798134285989
United States,USA,1986,Arable land (% of land area),AG.LND.ARBL.ZS,20.5006900346764
United States,USA,1985,Arable land (% of land area),AG.LND.ARBL.ZS,20.5006900346764
United States,USA,1984,Arable land (% of land area),AG.LND.ARBL.ZS,20.5006900346764
United States,USA,1983,Arable land (% of land area),AG.LND.ARBL.ZS,20.5006900346764
United States,USA,1982,Arable land (% of land area),AG.LND.ARBL.ZS,20.5006900346764
United States,USA,1981,Arable land (% of land area),AG.LND.ARBL.ZS,20.6087809096229
United States,USA,1980,Arable land (% of land area),AG.LND.ARBL.ZS,20.6087809096229
United States,USA,1979,Arable land (% of land area),AG.LND.ARBL.ZS,20.6087809096229
United States,USA,1978,Arable land (% of land area),AG.LND.ARBL.ZS,20.6087809096229
United States,USA,1977,Arable land (% of land area),AG.LND.ARBL.ZS,20.3682514171915
United States,USA,1976,Arable land (% of land area),AG.LND.ARBL.ZS,20.3595168010342
United States,USA,1975,Arable land (% of land area),AG.LND.ARBL.ZS,20.3595168010342
United States,USA,1974,Arable land (% of land area),AG.LND.ARBL.ZS,20.3595168010342
United States,USA,1973,Arable land (% of land area),AG.LND.ARBL.ZS,20.4226244027706
United States,USA,1972,Arable land (% of land area),AG.LND.ARBL.ZS,20.4766698402439
United States,USA,1971,Arable land (% of land area),AG.LND.ARBL.ZS,20.5416335479137
United States,USA,1970,Arable land (% of land area),AG.LND.ARBL.ZS,20.6065972555836
United States,USA,1969,Arable land (% of land area),AG.LND.ARBL.ZS,20.6621712508844
United States,USA,1968,Arable land (% of land area),AG.LND.ARBL.ZS,19.7620690558753
United States,USA,1967,Arable land (% of land area),AG.LND.ARBL.ZS,19.0509621179697
United States,USA,1966,Arable land (% of land area),AG.LND.ARBL.ZS,19.1839466489645
United States,USA,1965,Arable land (% of land area),AG.LND.ARBL.ZS,19.3253382480107
United States,USA,1964,Arable land (% of land area),AG.LND.ARBL.ZS,19.43080873811
United States,USA,1963,Arable land (% of land area),AG.LND.ARBL.ZS,19.6063745228716
United States,USA,1962,Arable land (% of land area),AG.LND.ARBL.ZS,19.3357106046975
United States,USA,1961,Arable land (% of land area),AG.LND.ARBL.ZS,19.7216714561479
United States,USA,2015,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,127287.529540586
United States,USA,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,127920.08747324
United States,USA,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,128423.068205646
United States,USA,2015,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.40035340444975
United States,USA,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.40731248879974
United States,USA,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.41284602993651
United States,USA,2015,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,5003.99240663278
United States,USA,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,4371.43447397282
United States,USA,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,3868.45374157449
United States,USA,2015,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.0550514086317826
United States,USA,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.0480923242839294
United States,USA,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.0425587831465334
United States,USA,2015,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,1.45540481308153
United States,USA,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,1.45540481308367
United States,USA,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,1.45540481308305
United States,USA,2021,Forest area (sq. km),AG.LND.FRST.K2,3097950
United States,USA,2020,Forest area (sq. km),AG.LND.FRST.K2,3097950
United States,USA,2019,Forest area (sq. km),AG.LND.FRST.K2,3097950
United States,USA,2018,Forest area (sq. km),AG.LND.FRST.K2,3097950
United States,USA,2017,Forest area (sq. km),AG.LND.FRST.K2,3097950
United States,USA,2016,Forest area (sq. km),AG.LND.FRST.K2,3100950
United States,USA,2015,Forest area (sq. km),AG.LND.FRST.K2,3100950
United States,USA,2014,Forest area (sq. km),AG.LND.FRST.K2,3098200
United States,USA,2013,Forest area (sq. km),AG.LND.FRST.K2,3095450
United States,USA,2012,Forest area (sq. km),AG.LND.FRST.K2,3092700
United States,USA,2011,Forest area (sq. km),AG.LND.FRST.K2,3089950
United States,USA,2010,Forest area (sq. km),AG.LND.FRST.K2,3087200
United States,USA,2009,Forest area (sq. km),AG.LND.FRST.K2,3082016
United States,USA,2008,Forest area (sq. km),AG.LND.FRST.K2,3076832
United States,USA,2007,Forest area (sq. km),AG.LND.FRST.K2,3071648
United States,USA,2006,Forest area (sq. km),AG.LND.FRST.K2,3066464
United States,USA,2005,Forest area (sq. km),AG.LND.FRST.K2,3061280
United States,USA,2004,Forest area (sq. km),AG.LND.FRST.K2,3056096
United States,USA,2003,Forest area (sq. km),AG.LND.FRST.K2,3050912
United States,USA,2002,Forest area (sq. km),AG.LND.FRST.K2,3045728
United States,USA,2001,Forest area (sq. km),AG.LND.FRST.K2,3040544
United States,USA,2000,Forest area (sq. km),AG.LND.FRST.K2,3035360
United States,USA,1999,Forest area (sq. km),AG.LND.FRST.K2,3034274
United States,USA,1998,Forest area (sq. km),AG.LND.FRST.K2,3033188
United States,USA,1997,Forest area (sq. km),AG.LND.FRST.K2,3032102
United States,USA,1996,Forest area (sq. km),AG.LND.FRST.K2,3031016
United States,USA,1995,Forest area (sq. km),AG.LND.FRST.K2,3029930
United States,USA,1994,Forest area (sq. km),AG.LND.FRST.K2,3028844
United States,USA,1993,Forest area (sq. km),AG.LND.FRST.K2,3027758
United States,USA,1992,Forest area (sq. km),AG.LND.FRST.K2,3026672
United States,USA,1991,Forest area (sq. km),AG.LND.FRST.K2,3025586
United States,USA,1990,Forest area (sq. km),AG.LND.FRST.K2,3024500
United States,USA,2021,Forest area (% of land area),AG.LND.FRST.ZS,33.8669264120375
United States,USA,2020,Forest area (% of land area),AG.LND.FRST.ZS,33.8669264120375
United States,USA,2019,Forest area (% of land area),AG.LND.FRST.ZS,33.8669264120375
United States,USA,2018,Forest area (% of land area),AG.LND.FRST.ZS,33.8669264120375
United States,USA,2017,Forest area (% of land area),AG.LND.FRST.ZS,33.8669264120375
United States,USA,2016,Forest area (% of land area),AG.LND.FRST.ZS,33.8997225447175
United States,USA,2015,Forest area (% of land area),AG.LND.FRST.ZS,33.8997225447175
United States,USA,2014,Forest area (% of land area),AG.LND.FRST.ZS,33.8696594230942
United States,USA,2013,Forest area (% of land area),AG.LND.FRST.ZS,33.8395963014708
United States,USA,2012,Forest area (% of land area),AG.LND.FRST.ZS,33.8095331798474
United States,USA,2011,Forest area (% of land area),AG.LND.FRST.ZS,33.7794700582241
United States,USA,2010,Forest area (% of land area),AG.LND.FRST.ZS,33.7494069366007
United States,USA,2009,Forest area (% of land area),AG.LND.FRST.ZS,33.6927352193296
United States,USA,2008,Forest area (% of land area),AG.LND.FRST.ZS,33.6360635020585
United States,USA,2007,Forest area (% of land area),AG.LND.FRST.ZS,33.5262477733925
United States,USA,2006,Forest area (% of land area),AG.LND.FRST.ZS,33.4696657469177
United States,USA,2005,Forest area (% of land area),AG.LND.FRST.ZS,33.4130837204429
United States,USA,2004,Forest area (% of land area),AG.LND.FRST.ZS,33.3565016939681
United States,USA,2003,Forest area (% of land area),AG.LND.FRST.ZS,33.2999196674933
United States,USA,2002,Forest area (% of land area),AG.LND.FRST.ZS,33.2433376410185
United States,USA,2001,Forest area (% of land area),AG.LND.FRST.ZS,33.1867556145437
United States,USA,2000,Forest area (% of land area),AG.LND.FRST.ZS,33.1301735880689
United States,USA,1999,Forest area (% of land area),AG.LND.FRST.ZS,33.1290233825675
United States,USA,1998,Forest area (% of land area),AG.LND.FRST.ZS,33.1171661411339
United States,USA,1997,Forest area (% of land area),AG.LND.FRST.ZS,33.1053088997004
United States,USA,1996,Forest area (% of land area),AG.LND.FRST.ZS,33.0934516582669
United States,USA,1995,Forest area (% of land area),AG.LND.FRST.ZS,33.0815944168334
United States,USA,1994,Forest area (% of land area),AG.LND.FRST.ZS,33.0697371753998
United States,USA,1993,Forest area (% of land area),AG.LND.FRST.ZS,33.0578799339663
United States,USA,1992,Forest area (% of land area),AG.LND.FRST.ZS,33.0460226925328
United States,USA,1991,Forest area (% of land area),AG.LND.FRST.ZS,33.0341654510992
United States,USA,1990,Forest area (% of land area),AG.LND.FRST.ZS,33.0223082096657
United States,USA,2017,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,5.78551729401439
United States,USA,2012,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,5.60433187991234
United States,USA,2008,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,5.4098017947332
United States,USA,2007,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,5.54815994667411
United States,USA,2002,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,5.41901497104565
United States,USA,2020,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2019,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2018,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2017,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2016,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2015,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2013,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2011,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2010,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2009,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2008,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2006,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2005,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2004,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2003,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2001,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2000,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1999,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1998,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1996,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1995,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1994,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1993,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1991,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1990,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1989,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1988,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1986,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1985,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1984,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1983,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1981,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1980,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1979,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1978,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1976,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1975,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1974,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1973,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1971,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1970,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1969,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1968,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1966,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1965,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1964,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1963,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,1961,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,715
United States,USA,2022,Cereal yield (kg per hectare),AG.YLD.CREL.KG,8071.7
United States,USA,2021,Cereal yield (kg per hectare),AG.YLD.CREL.KG,8252.2
United States,USA,2020,Cereal yield (kg per hectare),AG.YLD.CREL.KG,8144.5
United States,USA,2019,Cereal yield (kg per hectare),AG.YLD.CREL.KG,8005.5
United States,USA,2018,Cereal yield (kg per hectare),AG.YLD.CREL.KG,8196
United States,USA,2017,Cereal yield (kg per hectare),AG.YLD.CREL.KG,8281.3
United States,USA,2016,Cereal yield (kg per hectare),AG.YLD.CREL.KG,8614.2
